address,normalized_address,location_name,jobId
"402 Independence Blvd., Sicklerville, NJ 08081",402 independence blvd sicklerville nj 08081,,332c53be-a4c3-4450-91fd-f803d1bb1293
"1818 Market Street, 1818 Market St, Philadelphia, PA 19103, USA",1818 market st 1818 market st philadelphia pa 19103 usa,,19e74f04-09c3-47c7-983d-42838690931c
"800 Main St suite 102, Hellertown, PA, USA",800 main st ste 102 hellertown pa usa,,d0bb1677-939a-49e0-8bc3-74b76eae0ae3
"275 Wilmington West Chester Pike suite 111, Chadds Ford, PA 19317, USA",275 wilmington west chester pike ste 111 chadds ford pa 19317 usa,,65ac447a-968e-69a9-3d17-7db4235ef8da
"564 Lippincott Dr, Marlton, NJ, USA",564 lippincott dr marlton nj usa,,3a26759b-2549-10a9-2420-2b1969b65b2f
"102 Conner Rd., Suite C, Oxford, PA 19363",102 conner rd ste c oxford pa 19363,,400635b3-d753-4370-b2c2-10d6bed6b5ff
"123 Main St suite 2, Gloucester, MA, USA",123 main st ste 2 gloucester ma usa,,9492d47d-2543-4109-84f9-08427829cc25
"872 Massachusetts Ave., Suite 2-4, Cambridge, MA 02139",872 massachusetts ave ste 2-4 cambridge ma 02139,,85a04757-f135-4b20-9efd-3cd074b5b773
290 Ferry St.	Malden	MA 	02148,290 ferry st malden ma 02148,,3ba19837-fa00-4112-a4ad-5021bcd3ac03
"270 Main St., Reading, MA 01867",270 main st reading ma 01867,,5508f4a1-6ee8-e151-b58f-2f1bce499005
"1212 Hancock St suite 100, Quincy, MA, USA",1212 hancock st ste 100 quincy ma usa,,1f8523a2-0fc9-46cd-8a75-518fd310b86d
"Family Dental and Implant Center of Malden, Pleasant Street, Malden, MA, USA",family dental and implant center of malden pleasant st malden ma usa,,edd0aaea-c29a-454b-b333-118353756b5c
"290 Ferry St., Malden, MA 02148",290 ferry st malden ma 02148,,c540edf7-9dfb-4a1f-93b6-6c4b2296027d
"234D Pleasant St, Methuen, MA 01844, USA",234d pleasant st methuen ma 01844 usa,,8a03d932-19e5-13b6-94fa-53a3d28e4a53
"Dr. Bruce M. Doyle, D.M.D., Main Street, Stoneham, MA, USA",dr bruce m doyle dmd main st stoneham ma usa,,5aaca484-799e-43c4-bd81-3253b411aec5
"770 Purchase St., New Bedford, MA	02740",770 purchase st new bedford ma 02740,,f467312e-2950-a038-24ae-6b214e7526ef
"114 Washington St, Dorchester, MA, USA",114 washington st dorchester ma usa,,54e74382-aedc-d2a8-8e52-67df5a727c02
"75 Trapelo Rd., Belmont, MA 02478",75 trapelo rd belmont ma 02478,,1e213f89-4c78-2b2d-f970-ed1994a340df
"75 Herrick St suite 212, Beverly, MA, USA",75 herrick st ste 212 beverly ma usa,,e98a9385-3ce9-43a4-af49-f349801af284
"Drs. McCarthy and Schiff, DMD, South Street, Pittsfield, MA, USA",drs mccarthy and schiff dmd south st pittsfield ma usa,,fc2cd995-1833-4db2-933b-fcd5313b0e4f
"1 Thompson Square STE 203, Charlestown, MA, USA",1 thompson square ste 203 charlestown ma usa,,651fc993-0c57-451e-b616-c8fec8f5f91c
"Grace Dental Care, Governors Avenue, Medford, MA, USA",grace dental care governors ave medford ma usa,,e6102c88-199a-47ea-8a4b-fce487c41671
"Sassaquin Dental Associates, Acushnet Avenue, New Bedford, MA, USA",sassaquin dental associates acushnet ave new bedford ma usa,,ba12680d-29ed-4d1c-8a5c-422d24814058
"165 Middle Turnpike W, Manchester, CT	06040",165 middle turnpike w manchester ct 06040,,55d48233-407e-0669-edc5-3a25b8eeb39e
"Klein Alan DDS, 944 North Broadway, Yonkers, NY, USA",klein alan dds 944 north broadway yonkers ny usa,,385fc998-7606-43a7-886c-f12a0d903893
"58 W Main St suite 1, Plainville, CT 06062, USA",58 w main st ste 1 plainville ct 06062 usa,,e4fa261e-051a-a14b-297c-e6f667ae4029
"1389 W Main St., Suite 202, Waterbury, CT 06708",1389 w main st ste 202 waterbury ct 06708,,fd63d28d-bd2c-f5cc-2a04-d9a1a768d541
"191 Boulevard, Hasbrouck Heights, NJ, USA",191 blvd hasbrouck heights nj usa,,e5cd5ef6-ac11-4ac8-91a4-639d68e4bd50
"550 Connecticut Ave, Norwalk, CT, USA",550 connecticut ave norwalk ct usa,,eee375e6-72b6-46d8-9b2b-db8411de2360
"304 E 41st St, New York, NY 10017, USA",304 e 41st st new york ny 10017 usa,,bd782d7a-1e76-4252-a688-6cd439a69c23
"530 Prospect Ave, Little Silver, NJ, USA",530 prospect ave little silver nj usa,,deca0ee0-a67d-4d84-ac2c-07099bd548ad
"326 Ernston Rd, Parlin, NJ, USA",326 ernston rd parlin nj usa,,cf74d371-3007-4c53-ba04-391a6034e4b1
"Squan Family Dentistry, Broad Street, Manasquan, NJ, USA",squan family dentistry broad st manasquan nj usa,,8d7a9ba1-f9f6-473c-a56e-06ce4ff3052a
"100 West Veterans Highway suite 4, Jackson Township, NJ, USA",100 west veterans highway ste 4 jackson township nj usa,,d32cf463-8af8-4d6a-aece-335a5706a9ba
"121 NJ-36 #100, West Long Branch, NJ 07764, USA",121 nj-36 #100 west long branch nj 07764 usa,,b9107edb-a8a1-472c-a93f-d9ea78152805
"41-B West Merrick Rd., Valley Stream, NY 11580",41-b west merrick rd valley stream ny 11580,,8b63faed-b510-356f-aae9-e1a59e337d0a
"Deluxe Dentistry-General-Emergency-Cosmetic-Implant-Sedation-Dentistry, 100 Federal City Road, Lawrenceville, NJ, USA",deluxe dentistry-general-emergency-cosmetic-implant-sedation-dentistry 100 federal city rd lawrenceville nj usa,,f2428048-068c-42ad-90e3-06872e36bb5e
"1961 Morris Ave suite b4, Union, NJ 07083, USA",1961 morris ave ste b4 union nj 07083 usa,,01dc0ca4-5877-794c-cc61-3f97fb52ceae
"46 Fox St., Suite 3, Poughkeepsie NY",46 fox st ste 3 poughkeepsie ny,,ed1a9124-f489-4c38-b30b-50478565ce1b
"822 Prospect Ave, Westbury, NY, USA",822 prospect ave westbury ny usa,,6cc18964-bfda-4cae-b36b-73381861bcb1
"190 E High St suite 1, East Hampton, CT 06424, USA",190 e high st ste 1 east hampton ct 06424 usa,,b3609191-d916-48b2-9e52-800a3fb71c83
"370 Kings Mall Ct, Kingston, NY, USA",370 kings mall ct kingston ny usa,,7ac25af4-0601-4271-8037-bed0a94cd442
"241 Washington Ave, Pine Beach, NJ, USA",241 washington ave pine beach nj usa,,103de62c-11f2-45e5-ab70-35975806bf68
"1155 NJ-72, Manahawkin, NJ 08050, USA",1155 nj-72 manahawkin nj 08050 usa,,5138b193-51d3-45bc-a796-33f5ec14436a
"East Main Dental, PC, East Main Street, Meriden, CT, USA",east main dental pc east main st meriden ct usa,,aa707978-4e0a-4eaf-b9ef-d50e3e7972d4
"640 Fulton St., Suite 3, Farmingdale, NY 11735",640 fulton st ste 3 farmingdale ny 11735,,3061dd5f-9deb-62ce-e6dc-cd67a886bf62
"1192 Farmington Ave, Bristol, CT 06010, USA",1192 farmington ave bristol ct 06010 usa,,4a16e935-499d-3675-aa84-b1075ba631d7
"17 Broadway, North Haven, CT 06473, USA",17 broadway north haven ct 06473 usa,,854caf67-ad35-4ad2-9dfa-a7cd7b2e8dd2
"551 Anderson Ave 1st floor, Cliffside Park, NJ, USA",551 anderson ave 1st floor cliffside park nj usa,,29415976-7987-4e72-870f-b6c5a819385b
"6500 Main Street, Trumbull, CT, USA",6500 main st trumbull ct usa,,cb680173-f84c-4b8f-b7ef-d476d5747ca9
"4262 Richmond Ave., Staten Island, NY 10312",4262 richmond ave staten island ny 10312,,76bd5b18-ed1d-c39b-efaa-3483afdcaf68
"Dental On The Hudson, Henry Hudson Parkway, The Bronx, NY, USA",dental on the hudson henry hudson parkway the bronx ny usa,,b1a23e81-9bc5-488e-a75a-b2fc3033022f
"Healthy Smile Dental Arts, Broadway, New York, NY, USA",healthy smile dental arts broadway new york ny usa,,a2a75a71-0b92-4558-a8ef-79a92ab04c1f
"173 Terrace St., Haworth, NJ 07641",173 terrace st haworth nj 07641,,b38dac8b-ae89-67c8-8008-e14da4fd6576
"662 Main St, Islip, NY, USA",662 main st islip ny usa,,aaed51ad-0947-4c13-a45d-c02d464e0286
"AVF Dental, 176 North Village Avenue, Rockville Centre, NY, USA",avf dental 176 north village ave rockville centre ny usa,,8bfbd132-9a0d-4195-9410-3c7b78dc105d
"128 Sand Ln fl 1, Staten Island, NY 10305, USA",128 sand ln fl 1 staten island ny 10305 usa,,e2c05d7e-5997-3942-7243-40565890ef76
"146 Maple Ave, Red Bank, NJ, USA",146 maple ave red bank nj usa,,44a89664-271c-fe6a-0cab-1395c3130c0c
"232b E Main St, Patchogue, NY, USA",232b e main st patchogue ny usa,,420c1aa4-08d3-4f17-983c-64087db1b3d4
"265 E Main St, Oceanport, NJ, USA",265 e main st oceanport nj usa,,56f5dd7c-7255-48f5-9716-6d0079aa2585
"21 S Hope Chapel Rd suite 124, Jackson Township, NJ 08527, USA",21 s hope chapel rd ste 124 jackson township nj 08527 usa,,0cccf868-47e1-32d5-b9a3-479641002369
"375 East Main Street suite 19, Bay Shore, NY, USA",375 east main st ste 19 bay shore ny usa,,c30043e2-70e4-4fbb-a771-a6b31438b31f
"Chaskes Paul A DDS, Merrick Road, Massapequa, NY, USA",chaskes paul a dds merrick rd massapequa ny usa,,2e2fa66a-3390-4ec9-bc80-8e5a0374885b
"True Pediatric Dental Care, Elm Street, West Haven, CT, USA",true pediatric dental care elm st west haven ct usa,,c4144f20-ce77-4b4d-a4ef-9091b227f0c2
"11 Medical Park Dr., Suite 201, Pomona, NY 10970",11 medical park dr ste 201 pomona ny 10970,,4f4aee0e-a71d-ab0f-a311-7f6b956b8efa
"Brooklyn Family Dental, Myrtle Avenue, Brooklyn, NY, USA",brooklyn family dental myrtle ave brooklyn ny usa,,803c3bc0-29d0-4e4d-9b21-29acd51618f0
"1420 Avenue P 2 fl, Brooklyn, NY, USA",1420 ave p 2 fl brooklyn ny usa,,1b8ccac3-c372-4e1c-9561-289c269e3587
"1885 Rockaway Parkway, Brooklyn, NY, USA",1885 rockaway parkway brooklyn ny usa,,ef4a2dfb-90a2-64f6-b7b2-be1ab3fc0ae2
"East Cedar Dental of Newington, East Cedar Street, Newington, CT, USA",east cedar dental of newington east cedar st newington ct usa,,51c8fe96-5e4e-4386-b57e-50396904de0a
"116-20 Queens Blvd., Forest Hills NY 11375",116-20 queens blvd forest hills ny 11375,,53536691-b979-ef65-59ce-3014148ffa7e
"1527 NJ-27, Suite 2700, Somerset, NJ 08873",1527 nj-27 ste 2700 somerset nj 08873,,5fc00883-94cc-cac0-2a92-57e593d34450
"30 Central Park S #14b, New York, NY 10019, USA",30 central park s #14b new york ny 10019 usa,,9846d8e3-388f-4268-b4e0-d77efc627b36
"1 Bradley Rd., Suite 905, Woodbridge, CT 06505",1 bradley rd ste 905 woodbridge ct 06505,,fa6238f7-24ba-40f6-85ac-98f9e1a3da41
"901 Farmington Ave suite 201, West Hartford, CT, USA",901 farmington ave ste 201 west hartford ct usa,,235f234d-008b-9ce1-188d-4ab3c5a5cc89
"2809 Middletown Rd, The Bronx, NY, USA",2809 middletown rd the bronx ny usa,,e85a83a5-7fd4-4c6b-a828-2bc58c402d9e
"57 W 57th St #705, New York, NY 10019, USA",57 w 57th st #705 new york ny 10019 usa,,509e5d05-59f7-4ac3-8723-81d547d8d30c
"393 Ramapo Valley Rd, Oakland, NJ, USA",393 ramapo valley rd oakland nj usa,,26a65658-f7ad-4274-ba59-3d519bf63e32
"143 N Carll Ave., Babylon, NY 11702",143 n carll ave babylon ny 11702,,b8c5ecce-da1d-ac03-5411-815a159e3d79
"Dr. Ira Grosser DDS, North Village Avenue, Rockville Centre, NY, USA",dr ira grosser dds north village ave rockville centre ny usa,,c94fca87-91f3-44f6-b70a-9963d50ac7ce
"600 W 146th St., Suite 1, New York, NY 10031",600 w 146th st ste 1 new york ny 10031,,ec69cd84-0cc0-f2dc-0dfc-d446faf84599
"264 Broad St., Bloomfield, NJ 07003",264 broad st bloomfield nj 07003,,d1fcca5e-f167-97d4-5e3b-ae8208c8d19f
"614 Ocean Ave. N, Long Branch, NJ 07740",614 ocean ave n long branch nj 07740,,2f956b3a-0b79-69ac-196a-fcf70efb9544
"1024 Park Ave #1, Plainfield, NJ 07060, USA",1024 park ave #1 plainfield nj 07060 usa,,92454abf-e358-4cde-9d0e-a281fd25f100
"Dr. Paul W. Alberg, DMD, Union Street, Hackensack, NJ, USA",dr paul w alberg dmd union st hackensack nj usa,,52d212fb-762e-4e67-b54a-bc6e0182064b
"2350 Ocean Ave suite 6, Brooklyn, NY 11229, USA",2350 ocean ave ste 6 brooklyn ny 11229 usa,,3bb7c808-38a7-3596-efde-256f38f6daab
"Dr. Thomas Torre DMD {Family, Cosmetic and Implant Dentistry }, Franklin Avenue, Nutley, NJ, USA",dr thomas torre dmd {family cosmetic and implant dentistry } franklin ave nutley nj usa,,0aacf172-a3bb-42a2-b4b2-3f8a7f7e063b
"45 Rockaway Parkway, Valley Stream, NY 11580, USA",45 rockaway parkway valley stream ny 11580 usa,,a1fe9b16-d5c0-158e-8c7c-1dccc2834139
"Dr. Allan Lebovitz, DDS, Ocean Avenue, Brooklyn, NY, USA",dr allan lebovitz dds ocean ave brooklyn ny usa,,5d079601-c2ff-4cb5-89d8-ac65b577ffde
"Dr. Claudia Botero-Mondul, Main Street, Hackensack, NJ, USA",dr claudia botero-mondul main st hackensack nj usa,,d62b5af8-8f14-476d-b050-55f64cafe169
"Dr. Erika Munoz, DMD, South Washington Avenue, Bergenfield, NJ, USA",dr erika munoz dmd south washington ave bergenfield nj usa,,d7c17080-03ee-4f6a-a8fb-a72344ceec94
"680 W 204th St suite 1c, New York, NY 10034, USA",680 w 204th st ste 1c new york ny 10034 usa,,672fe1ed-f9db-2780-3d12-d844239a78c9
"Hillside Family Dental, 205-07 Hillside Ave., Hollis, NY 11423, USA",hillside family dental 205-07 hillside ave hollis ny 11423 usa,,9b663e99-e470-ec6a-68ee-b6f71e93a801
"181 Main St, Norwalk, CT, USA",181 main st norwalk ct usa,,f65b103e-244c-42fb-bd1d-6db5de00d0da
"647 Forest Ave, Staten Island, NY, USA",647 forest ave staten island ny usa,,85b8d625-c52c-6a52-c643-48b1834a1806
"2001 Avenue P, Brooklyn, NY, USA",2001 ave p brooklyn ny usa,,a7c24684-cc9c-4a1b-b625-dbe72cc0215e
"2660 Main St suite 217, Bridgeport, CT 06606, USA",2660 main st ste 217 bridgeport ct 06606 usa,,5d7eeffe-4823-f577-1990-936f475873f5
"175 Memorial Hwy suite 1 11, New Rochelle, NY, USA",175 memorial hwy ste 1 11 new rochelle ny usa,,80dbfbbf-0e75-40e4-950e-8426baee8f00
"105 Stevens Ave #302, Mount Vernon, NY, USA",105 stevens ave #302 mount vernon ny usa,,e3ec4bb5-519f-4531-bb72-20b9fd64bf65
"Luxury Dental, PC, 2442 Ocean Ave, Brooklyn, NY 11229, USA",luxury dental pc 2442 ocean ave brooklyn ny 11229 usa,,1b205660-c370-a286-68c8-c47b94644786
"2579 E 17th St suite 11, Brooklyn, NY 11235, USA",2579 e 17th st ste 11 brooklyn ny 11235 usa,,6fa6cc5a-a89e-b057-d446-b2cd43d20249
"238 Ernston Rd, Parlin, NJ, USA",238 ernston rd parlin nj usa,,1cc6adad-0408-4b20-9168-6a6430e87df7
"1550 University Ave., Bronx NY 10452",1550 university ave bronx ny 10452,,bad39b4d-7154-4a49-af43-8b7824de62c4
"315 Meeting House Ln, Southampton, NY 11968, USA",315 meeting house ln southampton ny 11968 usa,,2c4788f7-c533-026c-6969-cd3230279dac
"Erica Anand DDS PC, Merrick Road, Merrick, NY, USA",erica anand dds pc merrick rd merrick ny usa,,f4fc49b0-8086-40c8-bb3f-922f63e98b09
"2040 Millburn Ave, Maplewood, NJ 07040, USA",2040 millburn ave maplewood nj 07040 usa,,e76c4dea-6285-4ff2-9982-191465d2bf5b
"38 Beekman Ave, Sleepy Hollow, NY, USA",38 beekman ave sleepy hollow ny usa,,7c807cf5-b671-a121-7c19-90a1493b0a3e
"320 Jay Street, Brooklyn, NY, USA",320 jay st brooklyn ny usa,,4948cf77-bc24-40e0-4975-061d1fa1cafd
"161 Washington Rd, Sayreville, NJ, USA",161 washington rd sayreville nj usa,,ade364ad-92f3-47b0-b38a-15eaf3d04c88
"445 Brick Blvd STE 101, Brick Township, NJ 08723, USA",445 brick blvd ste 101 brick township nj 08723 usa,,ca2ace35-b878-4da5-af01-b027360e53fd
"751 U.S. 206 suite 111, Hillsborough Township, NJ, USA",751 us 206 ste 111 hillsborough township nj usa,,0b6d6b44-d0c4-492e-b067-311d58642899
"540 Vail Rd, Parsippany, NJ 07054, USA",540 vail rd parsippany nj 07054 usa,,6cd57453-7b09-4b6b-b44c-ba1836c99903
"Wantagh Seaford Pediatric Dentistry, Merrick Road, Seaford, NY, USA",wantagh seaford pediatric dentistry merrick rd seaford ny usa,,88dfd24a-d1bd-4339-801c-e6164604853f
"Personal Touch Dentistry: Wilma F. Antonio, DDS, White Plains Road, Eastchester, NY, USA",personal touch dentistry: wilma f antonio dds white plains rd eastchester ny usa,,2611e42b-c78d-43c2-9b0a-acf9bb759abd
"Aesthetic Dental, 9252 John F. Kennedy Boulevard, North Bergen, NJ, USA",aesthetic dental 9252 john f kennedy blvd north bergen nj usa,,93787d0a-5bed-420c-84c5-00f4af5f3e94
"Fleetwood Dental, Gramatan Avenue, Mount Vernon, NY, USA",fleetwood dental gramatan ave mount vernon ny usa,,67425680-366d-4148-a243-ea0a3622da3b
"2701 Rte 70, Manasquan, NJ, USA",2701 rte 70 manasquan nj usa,,b9ef8724-97b2-6f12-c3d4-b5006c234b06
"Weiss Advanced Dentistry PLLC, North Main Street, Southington, CT, USA",weiss advanced dentistry pllc north main st southington ct usa,,5e9162e2-fe7d-4ad1-a778-ff42d95a9769
"202 Market St, Saddle Brook, NJ 07663",202 market st saddle brook nj 07663,,b0c1e96c-3b5a-4ebc-a4b3-5bfbd9fd9a76
"620 Shrewsbury Ave., Tinton Falls, NJ 07701",620 shrewsbury ave tinton falls nj 07701,,7c89783a-4c58-71d3-1cae-8a5198fb8e50
"1963 Grand Concourse, The Bronx, NY, USA",1963 grand concourse the bronx ny usa,,e473e38c-6437-aa86-74a5-8883a0b2a38e
"124 E 170th St., Bronx, NY",124 e 170th st bronx ny,,2ed4117c-faff-424d-b6a2-c9173a72d903
"60-79 Myrtle Ave, Queens, NY, USA",60-79 myrtle ave queens ny usa,,b1bbf0a4-7b3f-4f9a-980f-0500fdfba3c6
"Maria D. Herrera Dentistry PC, 91st Street, Jackson Heights, NY, USA",maria d herrera dentistry pc 91st st jackson heights ny usa,,cce20e60-4c93-483f-a6ef-7fe6885fa19f
"Delia Dentistry PC, Main Street, Hastings-on-Hudson, NY, USA",delia dentistry pc main st hastings-on-hudson ny usa,,774d752a-77cc-45fa-919f-98f7a6181265
"1069 Green Acres Mall, Valley Stream NY",1069 green acres mall valley stream ny,,2902e822-e2dd-4852-94a1-8ca926668caf
"Time For Smiles Dental Center, Savin Avenue, West Haven, CT, USA",time for smiles dental center savin ave west haven ct usa,,1e64db98-40f6-4660-aa68-4e3397cfc6c2
"81 Wyncrest Rd, Marlboro, NJ 07746, USA",81 wyncrest rd marlboro nj 07746 usa,,e8349f97-2ae3-4a02-92bb-136c4f906a75
"115 US Hgwy 46, Mountain Lakes Business Park Building E33, Mountain Lakes, NJ 07046",115 us hgwy 46 mountain lakes business park building e33 mountain lakes nj 07046,,4f9b5516-34c7-4268-9c59-4d6513dd9945
"941 New Jersey 37, Toms River, NJ, USA",941 new jersey 37 toms river nj usa,,f5f87cc0-d6db-4e12-8ba3-878417db8479
"The Center for High Tech Dentistry, East 72nd Street, New York, NY, USA",the center for high tech dentistry east 72nd st new york ny usa,,1b00f0ad-d47c-4f1b-b100-b4e4e549156a
"801 N Wood Ave, Linden, NJ 07036, USA",801 n wood ave linden nj 07036 usa,,b4d52197-e07f-43cd-9c14-cbc72cd2a9e8
"131 6th Ave, Brooklyn, NY 11217, USA",131 6th ave brooklyn ny 11217 usa,,12783818-8021-22e5-4aab-976fd92f7b72
"288 State St, Perth Amboy, NJ, USA",288 state st perth amboy nj usa,,9cb9150f-e201-4667-a82f-3d3b5574101d
"286 NJ-35, Eatontown, NJ, USA",286 nj-35 eatontown nj usa,,9b503aaf-c6f0-4c79-812b-30813962991b
"647 NJ-18, East Brunswick, NJ 08816",647 nj-18 east brunswick nj 08816,,1bcd41a1-6b62-166b-c536-6ff3c26914db
"950 Yale Ave, Wallingford, CT, USA",950 yale ave wallingford ct usa,,7b4fba0e-bbb3-4df0-b84c-d246fe6116cf
"4 Main St., Sparta Township, NJ 07871",4 main st sparta township nj 07871,,8d451c89-5cd2-4110-8636-7433bc3354ed
"302 Greenwich Street, Hempstead, NY, USA",302 greenwich st hempstead ny usa,,a9bb52ff-2068-b12b-12d5-b9a0442fd0c8
"387 Hwy 79, Morganville, NJ 07751, USA",387 hwy 79 morganville nj 07751 usa,,0cf088e8-4f69-8884-908f-69c2d2e160c4
"28-18 Steinway St., Astoria, NY 11103",28-18 steinway st astoria ny 11103,,74465f93-c047-fd61-aca9-f68a14038dbe
"2433 Old Bridge Matawan Road unit c, Old Bridge, NJ, USA",2433 old bridge matawan rd unit c old bridge nj usa,,922c4cfb-588e-405c-b742-63f5bc9023ab
"1679 New York Ave, Huntington Station, NY, USA",1679 new york ave huntington station ny usa,,313b5d68-8013-42a0-9f73-c6e6c51915e2
"Dr. Nida Soriano-Bartolome, Lockwood Avenue, New Rochelle, NY, USA",dr nida soriano-bartolome lockwood ave new rochelle ny usa,,f977b5b9-6d0a-44cd-9361-3852ddac0a58
"545 Gramatan Ave, Mount Vernon, NY 10552, USA",545 gramatan ave mount vernon ny 10552 usa,,b546b577-4a19-680e-9d8b-1ad7e5cf7b69
"3086 State Route 27 suite 5, Kendall Park, NJ, USA",3086 state route 27 ste 5 kendall park nj usa,,f49fd7a0-813b-4b55-bae0-cfd062ca0111
"19651 Bruce B Downs Blvd Suite A-1, Tampa FL 33647",19651 bruce b downs blvd ste a-1 tampa fl 33647,,d8340027-95a5-4593-871b-e0a518c09b8d
"3007 Ridgeline Blvd suite a, Tarpon Springs, FL, USA",3007 ridgeline blvd ste a tarpon springs fl usa,,cfb0181f-cb17-4125-bb1b-8c546e8e71ff
"6150 Metrowest Blvd suite 207, Orlando, FL 32835, USA",6150 metrowest blvd ste 207 orlando fl 32835 usa,,408b0577-9b73-3ab0-5616-63387d4b05d9
"1450 Rock Springs Road, Apopka, FL, USA",1450 rock springs rd apopka fl usa,,1eb87dce-3dde-4818-a689-9fdb935bd432
"1200 E Robinson St, Orlando, FL, USA",1200 e robinson st orlando fl usa,,f6cea0c5-998d-4c8b-8c30-85a812f5fd52
"4267 W Lake Mary Blvd., Lake Mary, FL 32746",4267 w lake mary blvd lake mary fl 32746,,5744102c-245a-115d-fbff-ee03bcf1a5de
"611 South Dixie Freeway, New Smyrna Beach, FL, USA",611 south dixie freeway new smyrna beach fl usa,,63dd7658-4db3-e674-3641-5c98bc4e1276
"8255 Lee Vista Blvd unit f g, Orlando, FL, USA",8255 lee vista blvd unit f g orlando fl usa,,0e57accd-6e54-4d25-871b-4be50e0def51
"1202 Cypress Glen Cir, Kissimmee, FL, USA",1202 cypress glen cir kissimmee fl usa,,a104225d-a8b8-4073-8871-7f5cb327fa06
"1332 N Federal Hwy, Lake Worth Beach, FL 33460, USA",1332 n federal hwy lake worth beach fl 33460 usa,,103a3e0e-668d-b273-7ac4-072e957e4fde
"7725 NW 146th St, Miami Lakes, FL 33016, USA",7725 nw 146th st miami lakes fl 33016 usa,,386850cb-bf0a-43ee-ab5e-58d09001ac90
"6500 Cow Pen Rd., Suite 104, Miami Lakes FL 33014 ",6500 cow pen rd ste 104 miami lakes fl 33014,,dbee7647-65ab-443f-b081-8ba53d5d11ac
"All About Kids Pediatric Dentistry, 1882 59th Street West, Bradenton, FL, USA",all about kids pediatric dentistry 1882 59th st west bradenton fl usa,,66f06dc8-7bde-44a3-a7b5-c036d811daf2
190 Pine Ave N. Oldsmar 34677 FL,190 pine ave n oldsmar 34677 fl,,f3b2651d-c3ba-4ada-b2e7-1d18737ea6e9
"1842 Rye Rd E #106, Bradenton, FL 34212, USA",1842 rye rd e #106 bradenton fl 34212 usa,,006f171b-ae69-4fb5-bc07-60525b31c7a8
"9100 Belvedere Rd suite 208, Royal Palm Beach, FL 33411, USA",9100 belvedere rd ste 208 royal palm beach fl 33411 usa,,c2a27ec6-579e-47ed-a283-87ea039224be
"8441 Heritage Green Way, Bradenton, FL 34212, USA",8441 heritage green way bradenton fl 34212 usa,,a0e05513-ee4d-4138-8e68-04b4b92f7551
"515 27th St E suite 6, Bradenton, FL 34208, USA",515 27th st e ste 6 bradenton fl 34208 usa,,66559361-62c2-0c3a-971c-e18434363530
"2721 Michigan Ave, Kissimmee, FL, USA",2721 michigan ave kissimmee fl usa,,6ed3efcc-d4a4-4fef-8610-48feb9ea5440
"2326 S Congress Ave suite 1d, West Palm Beach, FL, USA",2326 s congress ave ste 1d west palm beach fl usa,,05656e17-1587-414e-ae84-e55b0fd534c0
"6738 W Sunrise Blvd suite 105, Plantation, FL, USA",6738 w sunrise blvd ste 105 plantation fl usa,,155e2dc1-b0a9-f773-1326-0e17817cffd0
"23082 Sandalfoot Plaza Dr, Boca Raton, FL, USA",23082 sandalfoot plaza dr boca raton fl usa,,8d4d8cde-77aa-4c90-81f4-5c57071a6f56
"834 SE Ocean Blvd, Stuart, FL 34994, USA",834 se ocean blvd stuart fl 34994 usa,,420f8ae0-1be4-dd5b-27a9-243d465367c2
"3115 S Federal Hwy, Delray Beach, FL 33483, USA",3115 s federal hwy delray beach fl 33483 usa,,3e41b096-fd08-4b55-9b58-432755db67d9
"464 S Ridgewood Ave, Daytona Beach, FL 32114, USA",464 s ridgewood ave daytona beach fl 32114 usa,,7ab6a8a7-0342-8147-1f99-2de011ef929e
"3401 S Federal Hwy, Delray Beach, FL 33483, USA",3401 s federal hwy delray beach fl 33483 usa,,f0799d8c-d874-8702-2d0c-92136d4ee8e3
"721 US Hwy 1, Suite 106, North Palm Beach, FL 33408",721 us hwy 1 ste 106 north palm beach fl 33408,,ed0ad7ee-e804-b3e3-6fb2-156aff4554d4
"41 N Orlando Ave., Cocoa Beach, FL	32931",41 n orlando ave cocoa beach fl 32931,,a0601715-8159-4f46-ff51-a6c96d6301ac
"1175 Spring Centre S Blvd., Suite 1010, Altamonte Springs, FL 32714",1175 spring centre s blvd ste 1010 altamonte springs fl 32714,,5ec20f63-1ff4-7d2c-87ce-40fd59ba5a04
"12421 San Jose Blvd suite 200a, Jacksonville, FL, USA",12421 san jose blvd ste 200a jacksonville fl usa,,ab616553-f75f-49b6-8d25-18795e2173c9
"2220 Seven Springs Blvd, New Port Richey FL 34655",2220 seven springs blvd new port richey fl 34655,,bbd288df-60d9-4bbc-8aa1-bbad138db20b
"10231 E Colonial Dr suite a, Orlando, FL, USA",10231 e colonial dr ste a orlando fl usa,,d25fc041-19cb-4bd1-a8a3-f47b62db9bf5
"250 North Alafaya Trail suite 125, Orlando, FL 32828, USA",250 north alafaya trail ste 125 orlando fl 32828 usa,,9704e762-f023-d8be-2a16-a416f5ecdf64
"1913 N Clyde Morris Blvd suite 130, Daytona Beach, FL 32117, USA",1913 n clyde morris blvd ste 130 daytona beach fl 32117 usa,,3ee25e98-d159-4951-3980-e4c97141b116
"3400 NE 12th Ave suite b, Oakland Park, FL, USA",3400 ne 12th ave ste b oakland park fl usa,,956bf628-1d9d-446f-b0e0-7d02e6b97c84
