store_guid,store_name,store_id,store_id_text,name_for_lists,business_name,address,city,state,zip,location_phone,email_contact,program_contact,kam_who_signed_up_care_center,kam_now,kam_old,territory,region,status,offering,core_commission,pba_commission,edge_commission,pba_credentialing_status,pba_main_practice,location_doctor,evenly_entity,accepts_new_pat,area_manager
037C0F4E-6C26-4FAF-8A61-38B05BF9D650,Smiley Teeth Dental,cc_291,291,Smiley Teeth Dental (Dr. Awadalla),Smiley Teeth Dental,202 Market St.,Saddle Brook,NJ,07663,201.843.1848,smileyteethdental@gmail.com,Pauline,Keith,Open NJC,Michael,NC Jersey,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Sylvia Awadalla,North,Yes,Lesley
EF56C773-777D-4480-8F8B-A4566E82D9E5,Thornton Park Dental Arts,cc_293,293,Thornton Park Dental Arts (Dr. Angulo),Thornton Park Dental Arts,1200 E Robinson St.,Orlando,FL,32801,407.896.2881,Tpdaom@gmail.com,Leslie,Marcia,Justin,Justin,Orlando,Southeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Jorge Angulo,SouthEast,No,Justin
D6E7C8D2-08CD-4F79-927A-D14B5A6A1B82,Premier Family Dentistry,cc_321,321,Premier Family Dentistry (Dr. Varghese),Premier Family Dentistry,"39 Cross St., Suite 101",Peabody,MA,01960,978.972.2314,premierfd2019@gmail.com,Eli Terrero,Eric,remove,remove,remove,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Rani Varghese,MID-ATL,No,inactive or unassigned
NA,Cavalieri Dental,cc_322,322,Cavalieri Dental (Dr. Cavalieri),Cavalieri Dental,"2139 Silas Deane Hwy., Suite 200",Rocky Hill,CT,06067,860.529.1620,doccav2015@gmail.com,Julie,Sean,Tricia,Tricia,CT,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Jeffrey Cavalieri,MID-ATL,No,Lesley
572121B0-8425-45A6-8A7B-1035A03F94E9,Medford Square Dentistry & Implants,cc_294,294,Medford Square Dentistry & Implants (Dr. Yadav and Dr. Kondreddi,Medford Square Dentistry & Implants,30 Main St.,Medford,MA,2155,781.391.2440,connect.msdi@gmail.com,Charlie,Krista,Horthencia,Carroll,Boston South,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Ram Yadav and Dr. Kaylan Kondreddi,NA,No,Lesley
DE98D95C-8ED5-4092-A3B0-69939839ADB5,Diamond Dental & Associates,cc_296,296,Diamond Dental & Associates (Dr. Pham),Diamond Dental & Associates,1811 Peppertree Dr.,Oldsmar,FL,34677,813.448.6555,info@diamonddentists.com,Michelle,Anthony,Sarah,Sarah,Tampa,Mid Central Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Pete Pham,SouthEast,No,Justin
CC76C5B6-EAB1-4FE5-B6B6-53476CE061F7,Hamden Dental Care,cc_298,298,Hamden Dental Care (Dr. Greene),Hamden Dental Care,3074 Whitney Ave. Building 1,Hamden,CT,06518,203.562.0234,Info@hamdendentalcare.com,Carmen,Dede,Tricia,Tricia,CT,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Michael L. Greene,MID-ATL,Yes,Lesley
9A435AEE-B728-4391-A540-FB824B67893E,Oneco Dental Care,cc_300,300,Oneco Dental Care (Dr. Gangi),Oneco Dental Care,6320 15th St E C4,Sarasota,FL,34243,941.751.4900,onecodentalcare@gmail.com,Peter Gangi,Anthony,remove,remove,Tampa,Mid Central Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Yudancy Gangi,SouthEast,No,Justin
474F6902-1000-4E02-9D13-7A115AAF5388,Good Morning Dental,cc_301,301,Good Morning Dental (Dr. Kang),Good Morning Dental,248 1st St.,Hackensack,NJ,07601,201.820.3600,drsookang1210@gmail.com,Julie,Keith,Keith,Keith,NY,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,NA,NA,No,inactive or unassigned
7A094234-2BA5-41C1-8303-3D8EAB0166C4,"Thomas Torre, DMD",cc_303,303,"Thomas Torre, DMD","Thomas Torre, DMD",502 Franklin Ave.,Nutley,NJ,07110,973.661.1010,drtorrenutley@aol.com,Rachel,Keith,Open NJC,Michael,NC Jersey,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Thomas Torre,North,Yes,Lesley
35DE5EC6-B2DF-4F21-9F83-478A0CD47D00,"William Taylor Jr., DDS, PA",cc_304,304,"William Taylor Jr., DDS, PA","William Taylor Jr., DDS, PA","1311 East West Hwy., Suite A",Silver Spring,MD,20910,301.589.3468,williamtaylordds@gmail.com,Latisha,Donya,Open DC,Maura,DC,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. William Taylor,MID-ATL,No,Lesley
06D3DF14-DDE3-4954-8F73-3FB5E3C97CAD,Marino Family Dental,cc_305,305,Marino Family Dental (Dr. Marino),Marino Family Dental,4506 N. University Dr.,Lauderhill,FL,33351,954.368.7500,Info@marinofamilydental.com,Carolina,Marianna,Jackie,Kimberly,Palm Beach,Southeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Anelisse Marino,SouthEast,No,Justin
75744BD0-75DA-40E3-9322-FFAEEF089798,Dr. Ira Grosser,cc_307,307,Dr. Ira Grosser,Dr. Ira Grosser,"165 N Village Ave., Suite 106",Rockville Centre,NY,11570,516.830.3980,Dribgrosser@optonline.net,Louise,Cliff,Lisa,Lisa,Long Isl,Northeast Region,Active,NA,0.2,0.2,0.25,Approved,FALSE,Dr. Ira Grosser,North,No,Lesley
F1A564F5-68E0-4B48-8860-58E899DA4BD1,Sterling Dental Care,cc_308,308,Sterling Dental Care (Dr. Papageorgiou),Sterling Dental Care,"44330 Premier Plaza, Suite 200",Ashburn,VA,20147,703.433.9516,info@sterlingdentalcareva.com,Traci,Angela,Angela,Angela,NOVA,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Nicholas Papageorgiou,MID-ATL,No,Lesley
1E076375-7261-4A30-8167-987CA9F8FE4C,Classic Smiles,cc_309,309,Classic Smiles (Dr. Baaqee & Dr. Baaqee),Classic Smiles,2677 Maguire Rd.,Ocoee,FL,34761,407.293.3002,Info@myclassicsmile.com,Linda,Marcia,Justin,Justin,Orlando,Southeast Region,Offboarding,NA,0.2,NA,0.25,NA,NA,Dr. Susanne Baaqee & Dr. Mikal Baaqee,SouthEast,No,Justin
4A9747A7-2A30-4BCC-A8CC-2AD5C243110C,Brooklyn Family Dental,cc_310,310,Brooklyn Family Dental (Dr. Unchali),Brooklyn Family Dental,580 Myrtle Ave.,Brooklyn,NY,11205,718.596.5537,BKFDoffice@gmail.com,N/A,Tony,Marc,Marc,NYC,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Terry Unchali,North,Yes,Lesley
E86F1CB0-368A-4DF0-8675-96709406386A,The Center for High Tech Dentistry,cc_311,311,The Center for High Tech Dentistry (Dr. Rosenberg),The Center for High Tech Dentistry,"399 E 72nd St., Suite 1A",New York,NY,10021,212.988.8822,Simonr4@aol.com,Dina,Tony,Marc,Marc,NYC,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Simon Rosenberg,North,Yes,Lesley
D9B1AB57-EA1C-4AB1-BFE4-6ED019EC8627,Aesthetic Dental,cc_312,312,Aesthetic Dental (Dr. Durgam),Aesthetic Dental,9252 John F. Kennedy Blvd.,North Bergen,NJ,07047,201.869.3033,info@adentalonline.com,Natalie,Keith,Marc,Marc,NYC,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,NA,North,Yes,Lesley
0189BDF5-ADFA-455B-9B46-6428840894CD,Colella Cosmetic Dentistry,cc_314,314,Colella Cosmetic Dentistry (Dr. Colella),Colella Cosmetic Dentistry,"4690 N State Rd. 7, Suite 201",Coconut Creek,FL,33073,954.428.6923,Colellacosmeticdentistrycc@gmail.com,Hazel Yong,Marianna,remove,remove,remove,Southeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Candace Colella,SouthEast,No,inactive or unassigned
4FAA9308-573B-46A1-A390-AEBD486A36E4,FL Dental Spa,cc_315,315,FL Dental Spa (Dr. Gertsen),FL Dental Spa,"3640-7 N Federal Hwy., Suite 126",Lighthouse Point,FL,33064,954.941.7778,FLDentalSpa@gmail.com,Kimmy,Marianna,Jackie,Kimberly,Palm Beach,Southeast Region,Offboarding,NA,0.2,NA,0.25,NA,NA,Dr. Michael Gertsen,SouthEast,No,Justin
1691189F-5657-481E-8E31-BD1AAFF29B8D,Sassaquin Dental Associates,cc_316,316,Sassaquin Dental Associates (Dr. Gelso),Sassaquin Dental Associates,4480 Acushnet Ave.,New Bedford,MA,02745,508.995.8008,sassaquindental@gmail.com,Jenna,Eric,Horthencia,Carroll,Boston South,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Samuel J Gelso Jr,MID-ATL,No,Lesley
ED769676-1FAB-4F8F-9550-EF8B0EC3974A,"Alan Klein, DDS",cc_317,317,"Alan Klein, DDS","Alan Klein, DDS","944 N Broadway, Suite 107",Yonkers,NY,10701,914.965.2390,alandklein984@gmail.com,Shay,Amy,Marc,Amy,NYC,Northeast Region,Active,NA,0.2,0.2,0.25,Approved,TRUE,Dr. Alan Klein,North,Yes,Lesley
415E8542-7C06-4284-AD45-C50B83910A82,Seven Seas Pediatric Dentistry,cc_318,318,Seven Seas Pediatric Dentistry (Dr. Hershkowitz),Seven Seas Pediatric Dentistry,1001 NY-376,Wappingers Falls,NY,12590,845.214.0008,info@sevenseaspd.com,Lauren,Amy,Amy,Amy,Westchester,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Even Hershkowitz,North,No,Lesley
F473DF12-7B0A-4BCF-B327-B60846F5B27F,"Hayley Barocas, DMD",cc_319,319,"Hayley Barocas, DMD","Hayley Barocas, DMD",39 Hoyt St.,Stamford,CT,06905,203.325.3571,hayleybarocas@gmail.com,Emma,Dede,Amy,Amy,Westchester,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Hayley Barocas,MID-ATL,No,Lesley
30FA42AA-187C-4B7F-B36D-A9CC7E6E5248,"Dr. Bruce M. Doyle, D.M.D.",cc_320,320,"Dr. Bruce M. Doyle, D.M.D.","Dr. Bruce M. Doyle, D.M.D.",74 Main St.,Stoneham,MA,02180,781.438.1666,doctorbrucedoyle@gmail.com,Jenny,Eric,Horthencia,Carroll,Boston South,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Bruce Doyle,MID-ATL,Yes,Lesley
ABCD15EF-1360-48B6-9193-28F0630BEE79,Family Dental and Implant Center of Malden,cc_326,326,Family Dental and Implant Center of Malden (Dr. Ali),Family Dental and Implant Center of Malden,"388 Pleasant St., Suite 202",Malden,MA,02148,781.324.6200,maldendental@comcast.net,Dianna,Eric,Horthencia,Carroll,Boston South,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Ala Omar Ali,MID-ATL,No,Lesley
NA,Royal Dental,cc_327,327,Royal Dental (Dr. Zadov and Dr. Broggi),Royal Dental,"1301 N Congress Ave., Suite 110",Boynton Beach,FL,33426,561.292.0155,Info@myroyaldental.com,Sharissa,Kimberly,Jackie,Kimberly,Palm Beach,Southeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Marianna Zadov and Dr. Edward Broggi,SouthEast,No,Justin
8C5C803B-8994-4556-BDD7-8FD34E6B21D9,"Svetlana Smirnova, DDS",cc_328,328,"Svetlana Smirnova, DDS","Svetlana Smirnova, DDS","8 Reading Rd., Unit 112",Flemington,NJ,08822,908.292.8098,Lanasmirnovadds@gmail.com,Carla Seymour,Michael,Open NJC,Michael,NC Jersey,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Svetlana Smirnova,North,No,Lesley
630B3268-1E58-4B0C-89BC-F9EF669C8279,Leesburg Bright Dental,cc_329,329,Leesburg Bright Dental (Dr. Abboud),Leesburg Bright Dental,"552 Fort Evans Rd. NE, Suite 100",Leesburg,VA,20176,571.789.1230,Leesburgbrightdental@gmail.com,Wisann,Angela,Angela,Angela,NOVA,Mid Atlantic Region,Offboarding,NA,0.2,NA,0.25,NA,NA,Dr. Ihab Abboud,MID-ATL,No,Lesley
F226D05F-77DA-40DD-A645-871F397CF8E2,"Patricia F. Lynch, DMD",cc_330,330,"Patricia F. Lynch, DMD","Patricia F. Lynch, DMD",255 4th St.,Hoboken,NJ,07030,201.610.9000,drpatricialynch@gmail.com,Madelini Batista,Keith,remove,remove,NYC,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Patricia Lynch,North,No,Lesley
A716C23E-3154-4F0B-9049-E659792D81B7,"Corrie J. Crowe, DDS",cc_331,331,"Corrie J. Crowe, DDS","Corrie J. Crowe, DDS",1793 Springdale Rd.,Cherry Hill,NJ,08003,856.258.4025,office@drcrowedentistry.com,Beth,Lauren,Lauren,Lauren,NJ,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr Corrie Crowe,North,No,Lesley
6E8E1AE7-1F8C-43D1-B7E7-F79F4169CD02,Welleby Family Dental,cc_332,332,Welleby Family Dental (Dr. Juma),Welleby Family Dental,10127 W Oakland Park Blvd.,Sunrise,FL,33351,954.748.7100,wellebyfamilysmiles@gmail.com,Priscilla,Marianna,Jackie,Kimberly,Palm Beach,Southeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Zaileen Juma,SouthEast,Yes,Justin
7D4DDFFB-DD8D-4CF1-AF00-2C9BC17E4845,Advanced Dental Designs of Sellersville,cc_333,333,Advanced Dental Designs of Sellersville (Dr. Patoliya),Advanced Dental Designs of Sellersville,311 N 7th St.,Perkasie,PA,18944,215.258.1011,Saran.anand@gmail.com,Anand,Scott,Amelia,Amelia,Philly South,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Keyur Patoliya,MID-ATL,Yes,Lesley
0818350D-FAAA-429D-A37C-21218BBDF9AC,Advanced Dental Designs of Bensalem,cc_334,334,Advanced Dental Designs of Bensalem (Dr. Patel),Advanced Dental Designs of Bensalem,2548 Street Rd.,Bensalem,PA,19020,215.245.4844,Addb2548@gmail.com,Anti Patel,Scott,Michelle,Michelle,Philly North,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Keshav Patel,MID-ATL,No,Lesley
NA,"Egidio A. Farone, DMD",cc_335,335,"Egidio A. Farone, DMD","Egidio A. Farone, DMD","115 East 61st St., 15th Floor",New York,NY,10065,212.751.1132,dr.farone@msn.com,Farida,Keith,remove,remove,NYC,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Egidio Farone,North,No,Lesley
6DF6C59E-5CF5-402E-9AAD-56216EE4383C,"Maria D. Herrera Dentistry, P.C.",cc_336,336,"Maria D. Herrera Dentistry, P.C.","Maria D. Herrera Dentistry, P.C.",3753 91st St.,Jackson Heights,NY,11372,718.205.4377,mdherrera1@msn.com,Isa,Tony,Tony,Tony,NYC,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Maria D. Hererra,North,No,Lesley
1E82446B-7AEC-4E44-A144-EDD7951AB321,"Maria E. Acebo, DDS",cc_337,337,"Maria E. Acebo, DDS","Maria E. Acebo, DDS",99-04 57th Ave.,Corona,NY,11368,718.690.3312,macebo7907@aol.com,TBD,Tony,Marc,Marc,NYC,Northeast Region,Active,NA,0.2,0.2,0.25,Approved,FALSE,Dr. Maria E. Acebo,North,Yes,Lesley
1B8C3E13-FCA3-4DCB-9CD4-71765C4D4BB4,East Cedar Dental,cc_338,338,East Cedar Dental (Dr. Farrokh),East Cedar Dental,59 E Cedar St.,Newington,CT,06111,860.667.0875,Eastcedardental@gmail.com,Driscilla,Dede,Tricia,Tricia,CT,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Aaron Farrokh,MID-ATL,Yes,Lesley
E8430D46-DEB3-488C-A739-8E2B9A225A1F,Smile Street Dental,cc_339,339,Smile Street Dental (Dr. Reid and Dr. Royal),Smile Street Dental,6618-A Security Blvd.,Woodlawn,MD,21207,410.575.1833,info@smilestreetdental.com,Brittany,Edward,Isaiah,Isaiah,Baltimore,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Collin Reid and Dr. Amber Royal,MID-ATL,No,Lesley
6CB1DF00-36DE-4FC5-9CEA-EA6DC29C5B93,Advanced Dental Designs,cc_340,340,Advanced Dental Designs (Dr. Patoliya),Advanced Dental Designs,6529 Germantown Ave.,Philadelphia,PA,19119,215.848.8214,Add6529@gmail.com,Swami,Scott,Michelle,Michelle,Philly North,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Keyur Patoliya,MID-ATL,No,Lesley
381DE263-50DA-40AD-84AA-25F4BC3EC2AD,Evolve Dental,cc_341,341,Evolve Dental (Dr. Kim and Dr. Park),Evolve Dental,479 S Oyster Bay Rd.,Plainview,NY,11803,516.932.7171,Kenkim1982@gmail.com,Yoon,Cliff,Cliff,Cliff,Long Isl,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Ken Kim and Dr. Jee Y. Park,North,No,Lesley
DF675A00-AF11-450E-A22A-ECC53BFDBECD,Mamaroneck Dental PLLC,cc_342,342,Mamaroneck Dental PLLC (Dr Farra),Mamaroneck Dental PLLC,"397 Palmer Ave., Suite 2",Mamaroneck,NY,10543,914.381.1935,astoriaqdental@gmail.com,Lilly,Amy,Amy,Amy,Westchester,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr Farra,North,No,Lesley
35A28B5D-F31B-4C29-9F48-7E81CBEC54E4,Beautiful Smiles of Byron,cc_343,343,Beautiful Smiles of Byron (Dr. Bernardo),Beautiful Smiles of Byron,123 Gralan Dr.,Byron,GA,31008,478.956.4278,BeautifulSmilesofByron@gmail.com,Elaine,Gretchen,Nicole,Terri,Atlanta West,Mid Central Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Sharon Bernardo,South,No,Justin
ABF36163-486F-4FCB-A320-D433172E66DE,Dental on the Hudson,cc_345,345,Dental on the Hudson (Dr. Rosenbaum),Dental on the Hudson,"2735 Henry Hudson Pkwy., Suite 203",Riverdale,NY,10463,718.601.2685,Dentalonthehudsonx@gmail.com,TBD,Tony,Marc,Marc,NYC,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Samuel Rosenbaum,North,No,Lesley
NA,Dr. Shroff Plantation Dentist,cc_347,347,Dr. Shroff Plantation Dentist,Dr. Shroff Plantation Dentist,1854 N Nob Hill Rd.,Plantation,FL,33322,954.423.3969,drshroff.pd@gmail.com,Shannon,Marianna,Remove,Remove,Remove,Southeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Hitesh Shroff,SouthEast,No,inactive or unassigned
99F23266-FFF7-46DE-A5CA-65D7620E38C2,Healthy Smile Dental Arts,cc_348,348,Healthy Smile Dental Arts (Dr. Martinez),Healthy Smile Dental Arts,3601 Broadway,New York City,NY,10031,212.491.6940,emely@hsdentalarts.com,Emely,Tony,Marc,Amy,NYC,Northeast Region,Active,NA,0.2,0.2,0.25,Approved,FALSE,Dr. Grecy Martinez,North,No,Lesley
99126BE5-65AA-4EA4-A996-A25D98A24636,Harkins & Silliman Family Dentistry,cc_344,344,Harkins & Silliman Family Dentistry (Dr. Harkins and Dr. Silliman),Harkins & Silliman Family Dentistry,9280 GA-5 C,Douglasville,GA,30134,770.920.8067,Harksilldmd@gmail.com,Jill Murphy,Gretchen,remove,remove,Remove,Southeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Erin Harkins and Dr. Scott Silliman,South,No,inactive or unassigned
E1F810DB-76E5-4895-A306-089ED031A95B,Miami Dental Community,cc_346,346,Miami Dental Community (Dr. Molinares),Miami Dental Community,"12333 NW 18th St., Unit 4",Pembroke Pines,FL,33026,754.400.9096,miamidentalcommunity@gmail.com,Desire,Marianna,Remove,Remove,Remove,Southeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Christian Molinares,SouthEast,No,inactive or unassigned
18F8B16B-9805-4B12-B591-A671C421C17E,Assembly Dental,cc_349,349,Assembly Dental (Dr. Cheong),Assembly Dental,460 Foley St.,Somerville,MA,02145,857.300.5779,office@somervilledentist.com,Nikki Galanopoulos,Eric,remove,remove,Boston 2,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Chan Cheong,MID-ATL,No,inactive or unassigned
2E57A862-88B1-4A97-A7B8-71FDE71C4FD9,Deluxe Dentistry,cc_350,350,Deluxe Dentistry (Dr. Godko),Deluxe Dentistry,"100 Federal City Rd., Suite 104B",Lawrenceville,NJ,8648,609.718.7997,Info@deluxedentistry.com,Carmen,Michael,Lauren,Michael,NJ,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Maxim Godko,North,Yes,Lesley
9B843B44-3014-4CDF-95A9-28AFB88BB296,Beautiful Smiles,cc_351,351,Beautiful Smiles (Dr. Williams),Beautiful Smiles,9001 Stuart Ln.,Clinton,MD,20735,301.868.8545,Tongelawilliams@yahoo.com,Nino,Maura,Open DC,Maura,DC,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Tongela Williams,MID-ATL,Yes,Lesley
04302D2C-D9CE-425E-B3C2-14D10A135E54,Drs. McCarthy & Schiff DMD,cc_352,352,Drs. McCarthy & Schiff DMD,Drs. McCarthy & Schiff DMD,195 South St.,Pittsfield,MA,01201,413.499.3440,"office@mccarthyschiffdmd.com, dmdmatt@aol.com",Karen Schiff,Eric,Megan,Megan,Boston 2,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Matheau Schiff and Dr. Francis McCarthy,MID-ATL,No,inactive or unassigned
EF2F2E9E-7806-4E0C-A36D-C9D3DD0CBBA6,True Pediatric Dental Care,cc_353,353,True Pediatric Dental Care (Dr. Young),True Pediatric Dental Care,"233 Elm St, 2nd floor",West Haven,CT,06516,203.933.7446,Brbabo123@yahoo.com,Shannon,Kelly,Tricia,Tricia,CT,Northeast Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Darnell Young,MID-ATL,Yes,Lesley
5E689AEB-BB28-48F6-AA5F-96F7E9A52370,Glee Dental,cc_354,354,Glee Dental (Dr. Osunfisan),Glee Dental,"3485 Acworth Due West Rd., Suite 160",Acworth,GA,30101,678.961.3370,Contact@glee-dental.com,Asha Teamer,Gretchen,Gretchen,Gretchen,Atlanta,Southeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Olubumni Osunfisan,South,No,inactive or unassigned
A7393BC2-3270-4C2D-8486-71C68DB4CEBE,TLC Dental Care,cc_355,355,TLC Dental Care (Dr. Kardon),TLC Dental Care,501 Kings Hwy. N,Cherry Hill,NJ,08034,856.667.1001,drkrdn2@verizon.net,Sarah,Lauren,Lauren,Lauren,NJ,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Julie Kardon,North,No,Lesley
F72A4C8D-2ADB-47B7-AACF-29A8D37CBFFD,Bay Premier Dentistry,cc_356,356,Bay Premier Dentistry (Dr. Bishara),Bay Premier Dentistry,"10330 N Dale Mabry Hwy., Suite 150",Tampa,FL,33618,813.749.4170,info@baypremierdentistry.com,Sierra,Anthony,Remove,Remove,Tampa,Mid Central Region,Offboarding,NA,0.2,NA,0.25,NA,NA,Dr. Magied Bishara,SouthEast,No,Justin
F26A69D6-B822-4918-8CF1-E15F657CAF6C,Lux Smiles,cc_357,357,Lux Smiles (Dr. Prompton and Dr. Prompton),Lux Smiles,"2400 N Ashland Ave., Suite 200",Chicago,IL,60614,312.500.5001,Promptonj@gmail.com,Drs.,Lesley,Mia,Mia,Chicago North,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Jacqueline Prompton and Dr. Joshua Prompton,MID-ATL,Yes,Lesley
E260BED6-C91F-46F5-9054-A80162673515,"Florence J. Temba, DDS",cc_358,358,"Florence J. Temba, DDS","Florence J. Temba, DDS",2060 E 19th St.,Brooklyn,NY,11229,718.336.3829,TBD,OM,Tony,remove,remove,NYC,Northeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,"Florence J. Temba, DDS",North,No,Lesley
8612B2F0-E215-4212-9D9F-C5ECED5FC336,"Max Zasvlavsky, DMD",cc_359,359,"Max Zaslavsky, DMD","Max Zaslavsky, DMD","3400 NE 12th Ave., Suite B",Oakland Park,FL,33334,954.491.3544,"maxtooth6451@ol.com, RossHMaxDental@outlook.com",Ross Hutchison-Erickson,Marianna,Jackie,Kimberly,Palm Beach,Southeast Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Max Zasvlavsky,SouthEast,No,Justin
F73F22EF-BDD6-472C-89B5-FF196FC6CC05,"Maryam Honarkar, DDS",cc_360,360,"Maryam Honarkar, DDS","Maryam Honarkar, DDS",216 W Montgomery Ave.,Rockville,MD,20850,301.762.4705,drhonarkar@cs.com,Noah,Lesley,Isaiah,Isaiah,MONTCO,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Maryam Honakar,MID-ATL,Yes,Lesley
558A4041-0884-4AF4-B85B-5A232F7952C8,Parkway Dental Care,cc_361,361,Parkway Dental Care (Dr. Philip),Parkway Dental Care,1064 E Osceola Pkwy.,Kissimmee,FL,34744,407.635.1196,Frontdesk@kissimmeefamilydentist.com,Suly,Marcia,Justin,Justin,Orlando,Southeast Region,Offboarding,NA,0.2,NA,0.25,NA,NA,Dr. Philip Philip,SouthEast,No,Justin
09421170-C778-4F38-BB3E-129C023A72D9,"Anthony & Adam Cheslock, DDS",cc_362,362,"Anthony & Adam Cheslock, DDS","Anthony & Adam Cheslock, DDS","14045 Dale Mabry Hwy., Suite A",Tampa,FL,33618,813.961.6599,cheslockcarrollwood@gmail.com,Valerie,Anthony,Sarah,Sarah,Tampa,Mid Central Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Anthony & Adam Cheslock,SouthEast,Yes,Justin
6CC3C509-CFB5-48D7-9362-E0D90CDBDB8E,Brownstown Dental,cc_363,363,Brownstown Dental (Dr. Miller and Dr. Higgins),Brownstown Dental,4240 Oregon Pike,Ephrata,PA,17522,717.859.4400,office@brownstowndental.net,Christine,Scott,Amelia,Amelia,Philly South,Mid Atlantic Region,Inactive,NA,0.2,NA,0.25,NA,NA,Dr. Lance Miller and Dr. Robert Higgins,MID-ATL,No,Lesley
6275D646-420A-4C27-A94E-F7CA7DE16612,Coney Island Dental Arts,cc_364,364,Coney Island Dental Arts (Dr. Reyes),Coney Island Dental Arts,2004 Mermaid Ave.,Coney Island,NY,11224,718.715.0305,Info@cidentalarts.com,Dr. Reyes,Tony,Marc,Marc,NYC,Northeast Region,Active,NA,0.2,0.2,0.25,Approved,FALSE,Dr. Magnon Reyes,North,Yes,Lesley
C4D81D9B-BBF7-4122-A93F-189BC50455BB,Oceanside Dental,cc_365,365,Oceanside Dental (Dr. Gamache),Oceanside Dental,602 NJ-72,Manahawkin,NJ,08050,609.597.1123,parkdental@verizon.net,Amanda,Lauren,Lauren,Lauren,NJ,Mid Atlantic Region,Offboarding,NA,0.2,NA,0.25,NA,NA,Dr. David Gamache,North,No,Lesley
83F29A15-60B6-45F8-AEB5-4F5B6F74F300,"Dr. Pamela V. Hymes, DDS",cc_366,366,"Dr. Pamela V. Hymes, DDS","Dr. Pamela V. Hymes, DDS","10905 Fort Washington Rd., Suite 203",Fort Washington,MD,20744,301.203.7035,Drpamelahymesdds@gmail.com,Darlene,Maura,Open DC,Maura,DC,Mid Atlantic Region,Active,NA,0.2,NA,0.25,NA,NA,Dr. Pamela Hymes,MID-ATL,Yes,Lesley
